fable_number,fable_group,fable_commodity,year,flow,trade_value_usd,qty_million_tonnes,n_hs_codes_summed,qty_note
43,FRUVEG,Apple,2000,Export,593939.0,0.001750026,1,
43,FRUVEG,Apple,2000,Import,20669.0,6.7248e-05,1,
43,FRUVEG,Apple,2001,Export,389932.0,0.001060464,1,
43,FRUVEG,Apple,2001,Import,171378.0,0.000555296,1,
43,FRUVEG,Apple,2002,Export,343416.25,0.000822379,1,
43,FRUVEG,Apple,2002,Import,58041.0,0.000185148,1,
43,FRUVEG,Apple,2003,Export,41530.0,0.00012388,1,
43,FRUVEG,Apple,2003,Import,825291.0,0.004821622,1,
43,FRUVEG,Apple,2004,Export,59944.0,9.735e-05,1,
43,FRUVEG,Apple,2004,Import,735187.0,0.004478577,1,
43,FRUVEG,Apple,2005,Export,45022.0,0.000122794,1,
43,FRUVEG,Apple,2005,Import,1229738.0,0.006584245,1,
43,FRUVEG,Apple,2006,Export,196118.0,0.000462834,1,
43,FRUVEG,Apple,2006,Import,1143277.0,0.006027055,1,
43,FRUVEG,Apple,2007,Export,8268.0,1.8925e-05,1,
43,FRUVEG,Apple,2007,Import,2134917.0,0.012301045,1,
43,FRUVEG,Apple,2008,Export,535506.0,0.001456496,1,
43,FRUVEG,Apple,2008,Import,1755766.0,0.009208389,1,
43,FRUVEG,Apple,2009,Export,594480.0,0.001540106,1,
43,FRUVEG,Apple,2009,Import,2173563.0,0.011153951,1,
43,FRUVEG,Apple,2010,Export,595727.0,0.001682872,1,
43,FRUVEG,Apple,2010,Import,2615362.0,0.011964836,1,
43,FRUVEG,Apple,2011,Export,450988.0,0.00099592,1,
43,FRUVEG,Apple,2011,Import,3778104.0,0.016282129,1,
43,FRUVEG,Apple,2012,Export,865736.0,0.002164883,1,
43,FRUVEG,Apple,2012,Import,5739264.0,0.023916695,1,
43,FRUVEG,Apple,2013,Export,286582.0,0.000598644,1,
43,FRUVEG,Apple,2013,Import,9978921.0,0.035358995,1,
43,FRUVEG,Apple,2014,Export,405046.0,0.00080669,1,
43,FRUVEG,Apple,2014,Import,7169720.0,0.026276189,1,
43,FRUVEG,Apple,2015,Export,163100.0,0.000375536,1,
43,FRUVEG,Apple,2015,Import,16818552.0,0.05144685,1,
43,FRUVEG,Apple,2016,Export,360880.0,0.000766511,1,
43,FRUVEG,Apple,2016,Import,34361052.0,0.060078115,1,
43,FRUVEG,Apple,2017,Export,121594.81,0.000205844,1,
43,FRUVEG,Apple,2017,Import,53685248.45,0.116247631,1,
43,FRUVEG,Apple,2018,Export,235908.07,0.000349028,1,
43,FRUVEG,Apple,2018,Import,18671055.04,0.030640406,1,
43,FRUVEG,Apple,2019,Export,232656.0,0.000350477,1,
43,FRUVEG,Apple,2019,Import,43429258.36,0.0674489,1,
43,FRUVEG,Apple,2020,Export,230903.33,0.000527818,1,
43,FRUVEG,Apple,2020,Import,36459523.49,0.05148543,1,
43,FRUVEG,Apple,2021,Export,44245.51,7.3338e-05,1,
43,FRUVEG,Apple,2021,Import,14593445.19,0.028970137,1,
43,FRUVEG,Apple,2022,Export,85407.1,0.000127761,1,
43,FRUVEG,Apple,2022,Import,13169981.22,0.0287738,1,
43,FRUVEG,Apple,2023,Export,507493.73,0.000939988,1,
43,FRUVEG,Apple,2023,Import,10492975.97,0.024387821,1,
43,FRUVEG,Apple,2024,Export,697280.43,0.001282574,1,
43,FRUVEG,Apple,2024,Import,12045460.28,0.028068605,1,
43,FRUVEG,Apple,2025,Export,1191160.78,0.001641412,1,
43,FRUVEG,Apple,2025,Import,29844058.41,0.069572424,1,
44,FRUVEG,Banana,2000,Export,103242.0,0.00019037,1,
44,FRUVEG,Banana,2000,Import,,,0,
44,FRUVEG,Banana,2001,Export,102812.0,0.000157408,1,
44,FRUVEG,Banana,2001,Import,,,0,
44,FRUVEG,Banana,2002,Export,55910.04,0.000123051,1,
44,FRUVEG,Banana,2002,Import,,,0,
44,FRUVEG,Banana,2003,Export,1004273.0,0.009552036,2,
44,FRUVEG,Banana,2003,Import,0.0,0.0,2,
44,FRUVEG,Banana,2004,Export,682342.0,0.006051678,2,
44,FRUVEG,Banana,2004,Import,0.0,0.0,2,
44,FRUVEG,Banana,2005,Export,766573.0,0.006701017,2,
44,FRUVEG,Banana,2005,Import,0.0,0.0,2,
44,FRUVEG,Banana,2006,Export,1838411.0,0.011930361,2,
44,FRUVEG,Banana,2006,Import,0.0,0.0,2,
44,FRUVEG,Banana,2007,Export,1047295.0,0.00661849,2,
44,FRUVEG,Banana,2007,Import,16.0,2.7e-08,2,
44,FRUVEG,Banana,2008,Export,4716704.0,0.036515215,2,
44,FRUVEG,Banana,2008,Import,1146.0,2.774e-06,2,
44,FRUVEG,Banana,2009,Export,13077634.0,0.10611524,2,
44,FRUVEG,Banana,2009,Import,64.0,1e-07,2,
44,FRUVEG,Banana,2010,Export,15654374.0,0.05767591,2,
44,FRUVEG,Banana,2010,Import,308.0,1.405e-06,2,
44,FRUVEG,Banana,2011,Export,25392798.0,0.05878644,2,
44,FRUVEG,Banana,2011,Import,277.0,2.51e-07,2,
44,FRUVEG,Banana,2012,Export,12739476.0,0.029653888,2,
44,FRUVEG,Banana,2012,Import,853253.0,0.002858874,2,
44,FRUVEG,Banana,2013,Export,33018163.0,0.085371738,2,
44,FRUVEG,Banana,2013,Import,21791.0,4.3364e-05,2,
44,FRUVEG,Banana,2014,Export,18170728.0,0.043249017,2,
44,FRUVEG,Banana,2014,Import,1735864.0,0.001973274,2,
44,FRUVEG,Banana,2015,Export,20633845.0,0.053488298,2,
44,FRUVEG,Banana,2015,Import,39752.0,3.7501e-05,2,
44,FRUVEG,Banana,2016,Export,22567120.0,0.050258562,2,
44,FRUVEG,Banana,2016,Import,2891.0,2.45e-06,2,
44,FRUVEG,Banana,2017,Export,16873168.78,0.045932758,2,
44,FRUVEG,Banana,2017,Import,157.39,7.6e-08,2,
44,FRUVEG,Banana,2018,Export,21470396.14,0.065138911,2,
44,FRUVEG,Banana,2018,Import,258.23,2.13e-07,2,
44,FRUVEG,Banana,2019,Export,33011569.24,0.116264688,2,
44,FRUVEG,Banana,2019,Import,2637.92,1.38e-06,2,
44,FRUVEG,Banana,2020,Export,23898493.04,0.102387845,2,
44,FRUVEG,Banana,2020,Import,16349.68,1.3941e-05,2,
44,FRUVEG,Banana,2021,Export,12775812.59,0.05554792,2,
44,FRUVEG,Banana,2021,Import,34552.28,1.6201e-05,2,
44,FRUVEG,Banana,2022,Export,27036410.4,0.129790021,2,
44,FRUVEG,Banana,2022,Import,34562.5,2.5582e-05,2,
44,FRUVEG,Banana,2023,Export,24447863.34,0.140356083,2,
44,FRUVEG,Banana,2023,Import,40236.58,4.32e-06,2,
44,FRUVEG,Banana,2024,Export,13677762.45,0.077875912,2,
44,FRUVEG,Banana,2024,Import,30764.73,3.86e-06,2,
44,FRUVEG,Banana,2025,Export,16012491.08,0.092272567,2,
44,FRUVEG,Banana,2025,Import,56897.07,6.586e-06,2,
6,CEREALS,Barley,2000,Export,190667.0,0.0003,1,
6,CEREALS,Barley,2000,Import,69022.0,0.000518985,2,
6,CEREALS,Barley,2001,Export,167661.0,0.000752834,1,
6,CEREALS,Barley,2001,Import,36590.0,0.000192295,2,
6,CEREALS,Barley,2002,Export,7533.0,0.00010506,1,
6,CEREALS,Barley,2002,Import,80415.0,0.00040764,1,
6,CEREALS,Barley,2003,Export,229571.0,0.001778,4,
6,CEREALS,Barley,2003,Import,37754.0,0.000224,4,
6,CEREALS,Barley,2004,Export,208006.0,0.001595,4,
6,CEREALS,Barley,2004,Import,74331.0,0.000348304,4,
6,CEREALS,Barley,2005,Export,11222.0,5.5e-05,4,
6,CEREALS,Barley,2005,Import,741480.0,0.00322845,4,
6,CEREALS,Barley,2006,Export,157563.0,0.000647,4,
6,CEREALS,Barley,2006,Import,236587.0,0.001045,4,
6,CEREALS,Barley,2007,Export,1260209.0,0.006707,4,
6,CEREALS,Barley,2007,Import,326842.0,0.001352,4,
6,CEREALS,Barley,2008,Export,323069.0,0.003151695,4,
6,CEREALS,Barley,2008,Import,554465.0,0.001728,4,
6,CEREALS,Barley,2009,Export,0.0,0.0,4,
6,CEREALS,Barley,2009,Import,1544181.0,0.006518,4,
6,CEREALS,Barley,2010,Export,42629.0,0.00025,4,
6,CEREALS,Barley,2010,Import,1328198.0,0.005371222,4,
6,CEREALS,Barley,2011,Export,598520.0,0.002785,4,
6,CEREALS,Barley,2011,Import,792066.0,0.00183829,4,
6,CEREALS,Barley,2012,Export,0.0,0.0,4,
6,CEREALS,Barley,2012,Import,883998.0,0.003377322,4,
6,CEREALS,Barley,2013,Export,66233.0,0.000353,4,
6,CEREALS,Barley,2013,Import,621358.0,0.001578,4,
6,CEREALS,Barley,2014,Export,281231.0,0.002156,4,
6,CEREALS,Barley,2014,Import,764192.0,0.001968433,4,
6,CEREALS,Barley,2015,Export,66983.0,0.000333659,4,
6,CEREALS,Barley,2015,Import,3301898.0,0.011999252,4,
6,CEREALS,Barley,2016,Export,6193.0,2.2e-05,4,
6,CEREALS,Barley,2016,Import,12272640.0,0.044310609,4,
6,CEREALS,Barley,2017,Export,2574.32,5e-06,4,
6,CEREALS,Barley,2017,Import,2111883.81,0.009030202,4,
6,CEREALS,Barley,2018,Export,0.0,0.0,4,
6,CEREALS,Barley,2018,Import,4728769.74,0.018081142,4,
6,CEREALS,Barley,2019,Export,1236.89,1e-06,4,
6,CEREALS,Barley,2019,Import,3217199.32,0.01047126,4,
6,CEREALS,Barley,2020,Export,77955.33,0.0003517,4,
6,CEREALS,Barley,2020,Import,1951089.13,0.006452048,4,
6,CEREALS,Barley,2021,Export,225249.59,0.001692,4,
6,CEREALS,Barley,2021,Import,2096563.01,0.005445567,4,
6,CEREALS,Barley,2022,Export,16077.47,0.000182,4,
6,CEREALS,Barley,2022,Import,3263911.54,0.006811062,4,
6,CEREALS,Barley,2023,Export,217.6,2e-06,4,
6,CEREALS,Barley,2023,Import,3710199.23,0.009248023,4,
6,CEREALS,Barley,2024,Export,109.81,1e-06,4,
6,CEREALS,Barley,2024,Import,4056470.98,0.013435264,4,
6,CEREALS,Barley,2025,Export,0.0,0.0,4,
6,CEREALS,Barley,2025,Import,3252759.36,0.006829564,4,
70,REDMEAT,Beef,2000,Export,927313.0,0.000344628,5,"tonnage includes live-animal head-count code(s) 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2000,Import,96268.0,2.7349e-05,2,
70,REDMEAT,Beef,2001,Export,1009138.0,0.000495737,4,
70,REDMEAT,Beef,2001,Import,1969.0,6.11e-07,1,
70,REDMEAT,Beef,2002,Export,1904232.0,0.000992694,4,
70,REDMEAT,Beef,2002,Import,30273.0,7.048e-06,2,
70,REDMEAT,Beef,2003,Export,10187657.0,0.007718808,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2003,Import,42886.0,1.8709e-05,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2004,Export,4285980.0,0.002515085,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2004,Import,62150.0,3.1485e-05,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2005,Export,2333927.0,0.001420604,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2005,Import,2140130.0,0.00174002,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2006,Export,6597184.0,0.003257167,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2006,Import,9335631.0,0.007194924,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2007,Export,18513192.0,0.007787794,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2007,Import,9130818.0,0.006361734,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2008,Export,23800861.0,0.010143517,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2008,Import,4468291.0,0.002581323,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2009,Export,45406425.0,0.020205928,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2009,Import,2989427.0,0.001745812,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2010,Export,70189479.0,0.030053795,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2010,Import,4378230.0,0.001678207,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2011,Export,82245372.0,0.03086273,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2011,Import,7611923.0,0.002255931,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2012,Export,101718559.0,0.037560119,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2012,Import,4605355.0,0.000996401,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2013,Export,99035621.0,0.034910644,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2013,Import,7503929.0,0.001205305,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2014,Export,104754093.0,0.034553958,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2014,Import,2286348.0,0.000541813,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2015,Export,170666693.0,0.049480142,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2015,Import,1393285.0,0.000231406,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2016,Export,157146608.0,0.0443936,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2016,Import,2777875.0,0.000689682,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2017,Export,158197559.2,0.04048091,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2017,Import,2609692.25,0.000527022,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2018,Export,173289236.25,0.043948954,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2018,Import,3536395.56,0.000684198,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2019,Export,206484610.58,0.054040882,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2019,Import,1946660.15,0.000536939,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2020,Export,207056952.58,0.058687486,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2020,Import,1174003.55,0.000248049,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2021,Export,237616024.91,0.056708451,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2021,Import,2076297.95,0.000432076,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2022,Export,312369337.88,0.069394707,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2022,Import,2045538.23,0.000568858,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2023,Export,368072794.85,0.092542273,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2023,Import,988199.92,0.000177818,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2024,Export,396389297.18,0.095357277,5,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2024,Import,1158693.29,0.000274357,6,"tonnage includes live-animal head-count code(s) 010229, 010290, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2025,Export,385350611.72,0.088132731,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
70,REDMEAT,Beef,2025,Import,2171972.0,0.000556237,6,"tonnage includes live-animal head-count code(s) 010229, converted at FAO's average carcass weight per animal (reported in 'u', not kg)"
64,ANIMFAT,Butter / Ghee,2000,Export,2130.0,8.94e-07,2,
64,ANIMFAT,Butter / Ghee,2000,Import,263845.0,0.000149262,3,
64,ANIMFAT,Butter / Ghee,2001,Export,44740.0,3.4486e-05,2,
64,ANIMFAT,Butter / Ghee,2001,Import,210133.0,8.9446e-05,2,
64,ANIMFAT,Butter / Ghee,2002,Export,30025.0,3.2184e-05,3,
64,ANIMFAT,Butter / Ghee,2002,Import,289498.0,0.000128902,3,
64,ANIMFAT,Butter / Ghee,2003,Export,68254.0,2.2015e-05,3,
64,ANIMFAT,Butter / Ghee,2003,Import,262554.0,0.000138213,3,
64,ANIMFAT,Butter / Ghee,2004,Export,51553.0,2.0126e-05,3,
64,ANIMFAT,Butter / Ghee,2004,Import,207938.0,0.000104585,3,
64,ANIMFAT,Butter / Ghee,2005,Export,10978.0,6.311e-06,3,
64,ANIMFAT,Butter / Ghee,2005,Import,287194.0,0.000137447,3,
64,ANIMFAT,Butter / Ghee,2006,Export,32979.0,3.816e-05,3,
64,ANIMFAT,Butter / Ghee,2006,Import,242952.0,0.000115381,3,
64,ANIMFAT,Butter / Ghee,2007,Export,302178.0,9.2724e-05,3,
64,ANIMFAT,Butter / Ghee,2007,Import,404422.0,0.0002082,3,
64,ANIMFAT,Butter / Ghee,2008,Export,782337.0,0.000202748,3,
64,ANIMFAT,Butter / Ghee,2008,Import,124125.0,6.6788e-05,3,
64,ANIMFAT,Butter / Ghee,2009,Export,428136.0,0.000130098,3,
64,ANIMFAT,Butter / Ghee,2009,Import,452459.0,0.000167773,3,
64,ANIMFAT,Butter / Ghee,2010,Export,1881864.0,0.000488157,3,
64,ANIMFAT,Butter / Ghee,2010,Import,355264.0,0.00010084,3,
64,ANIMFAT,Butter / Ghee,2011,Export,2348693.0,0.000584696,3,
64,ANIMFAT,Butter / Ghee,2011,Import,249064.0,8.9044e-05,3,
64,ANIMFAT,Butter / Ghee,2012,Export,796008.0,0.000201566,3,
64,ANIMFAT,Butter / Ghee,2012,Import,765158.0,0.000335954,3,
64,ANIMFAT,Butter / Ghee,2013,Export,516564.0,0.000146419,3,
64,ANIMFAT,Butter / Ghee,2013,Import,1721328.0,0.00067348,3,
64,ANIMFAT,Butter / Ghee,2014,Export,1356341.0,0.000284504,3,
64,ANIMFAT,Butter / Ghee,2014,Import,410390.0,0.000164727,3,
64,ANIMFAT,Butter / Ghee,2015,Export,944581.0,0.000162182,3,
64,ANIMFAT,Butter / Ghee,2015,Import,695103.0,0.000223461,3,
64,ANIMFAT,Butter / Ghee,2016,Export,310572.0,7.1491e-05,3,
64,ANIMFAT,Butter / Ghee,2016,Import,6478262.0,0.001804546,3,
64,ANIMFAT,Butter / Ghee,2017,Export,246871.77,4.1417e-05,3,
64,ANIMFAT,Butter / Ghee,2017,Import,3237078.76,0.001004407,3,
64,ANIMFAT,Butter / Ghee,2018,Export,397485.02,6.4193e-05,3,
64,ANIMFAT,Butter / Ghee,2018,Import,1978831.87,0.00072549,3,
64,ANIMFAT,Butter / Ghee,2019,Export,394257.85,8.008e-05,3,
64,ANIMFAT,Butter / Ghee,2019,Import,1022813.34,0.000352609,3,
64,ANIMFAT,Butter / Ghee,2020,Export,627207.89,9.6106e-05,3,
64,ANIMFAT,Butter / Ghee,2020,Import,977854.22,0.000260557,3,
64,ANIMFAT,Butter / Ghee,2021,Export,919559.0,0.000118673,3,
64,ANIMFAT,Butter / Ghee,2021,Import,1072071.57,0.000406597,3,
64,ANIMFAT,Butter / Ghee,2022,Export,1635950.63,0.000424258,3,
64,ANIMFAT,Butter / Ghee,2022,Import,793456.48,0.00060843,3,
64,ANIMFAT,Butter / Ghee,2023,Export,2873256.6,0.000627961,3,
64,ANIMFAT,Butter / Ghee,2023,Import,1002235.18,0.004845455,3,
64,ANIMFAT,Butter / Ghee,2024,Export,2744086.14,0.000585302,3,
64,ANIMFAT,Butter / Ghee,2024,Import,616151.99,0.001965976,3,
64,ANIMFAT,Butter / Ghee,2025,Export,2805155.94,0.000538024,3,
64,ANIMFAT,Butter / Ghee,2025,Import,617895.62,0.000633282,3,
61,BEVSPICES,Cocoa,2000,Export,35.51,1.2e-08,1,
61,BEVSPICES,Cocoa,2000,Import,919785.0,0.001016224,4,
61,BEVSPICES,Cocoa,2001,Export,216900.0,0.0003,1,
61,BEVSPICES,Cocoa,2001,Import,1099793.0,0.001249789,5,
61,BEVSPICES,Cocoa,2002,Export,,,0,
61,BEVSPICES,Cocoa,2002,Import,1905608.0,0.001716366,5,
61,BEVSPICES,Cocoa,2003,Export,0.0,0.0,5,
61,BEVSPICES,Cocoa,2003,Import,2619065.0,0.0014922,5,
61,BEVSPICES,Cocoa,2004,Export,515.0,5.9e-08,5,
61,BEVSPICES,Cocoa,2004,Import,2484205.0,0.00149426,5,
61,BEVSPICES,Cocoa,2005,Export,0.0,0.0,5,
61,BEVSPICES,Cocoa,2005,Import,3515806.0,0.002277022,5,
61,BEVSPICES,Cocoa,2006,Export,3034.0,1.18e-06,5,
61,BEVSPICES,Cocoa,2006,Import,3080701.0,0.002232915,5,
61,BEVSPICES,Cocoa,2007,Export,68603.0,2.5259e-05,5,
61,BEVSPICES,Cocoa,2007,Import,4143610.0,0.002905558,5,
61,BEVSPICES,Cocoa,2008,Export,30151.0,1.0822e-05,5,
61,BEVSPICES,Cocoa,2008,Import,4753265.0,0.002704239,5,
61,BEVSPICES,Cocoa,2009,Export,30135.0,1.3783e-05,5,
61,BEVSPICES,Cocoa,2009,Import,7394225.0,0.003489659,5,
61,BEVSPICES,Cocoa,2010,Export,0.0,0.0,5,
61,BEVSPICES,Cocoa,2010,Import,11101647.0,0.003716631,5,
61,BEVSPICES,Cocoa,2011,Export,6129.0,1.969e-06,5,
61,BEVSPICES,Cocoa,2011,Import,14590814.0,0.00383927,5,
61,BEVSPICES,Cocoa,2012,Export,0.0,0.0,5,
61,BEVSPICES,Cocoa,2012,Import,12473232.0,0.003560938,5,
61,BEVSPICES,Cocoa,2013,Export,1521.0,5.9e-07,5,
61,BEVSPICES,Cocoa,2013,Import,15395838.0,0.005093257,5,
61,BEVSPICES,Cocoa,2014,Export,517.0,1.11e-07,5,
61,BEVSPICES,Cocoa,2014,Import,23072608.0,0.011496979,5,
61,BEVSPICES,Cocoa,2015,Export,87592.0,2.1938e-05,5,
61,BEVSPICES,Cocoa,2015,Import,21630392.0,0.009213652,5,
61,BEVSPICES,Cocoa,2016,Export,364570.0,8.0108e-05,5,
61,BEVSPICES,Cocoa,2016,Import,21879604.0,0.007824255,5,
61,BEVSPICES,Cocoa,2017,Export,971.2,1.9e-07,5,
61,BEVSPICES,Cocoa,2017,Import,19056853.88,0.007379268,5,
61,BEVSPICES,Cocoa,2018,Export,2456.32,6.71e-07,5,
61,BEVSPICES,Cocoa,2018,Import,24458232.31,0.010583157,5,
61,BEVSPICES,Cocoa,2019,Export,19628.93,7.467e-06,5,
61,BEVSPICES,Cocoa,2019,Import,25277066.56,0.011356719,5,
61,BEVSPICES,Cocoa,2020,Export,5416.13,1.696e-06,5,
61,BEVSPICES,Cocoa,2020,Import,24164771.68,0.010836985,5,
61,BEVSPICES,Cocoa,2021,Export,163894.27,3.4407e-05,5,
61,BEVSPICES,Cocoa,2021,Import,28202860.81,0.012428394,5,
61,BEVSPICES,Cocoa,2022,Export,1391689.85,0.000412448,5,
61,BEVSPICES,Cocoa,2022,Import,29896691.63,0.012061932,5,
61,BEVSPICES,Cocoa,2023,Export,4520.42,1.005e-06,5,
61,BEVSPICES,Cocoa,2023,Import,28252323.33,0.010186059,5,
61,BEVSPICES,Cocoa,2024,Export,6645.94,1.287e-06,5,
61,BEVSPICES,Cocoa,2024,Import,56593020.49,0.019414217,5,
61,BEVSPICES,Cocoa,2025,Export,3071.59,1.475e-06,5,
61,BEVSPICES,Cocoa,2025,Import,93542136.42,0.028088959,5,
45,FRUVEG,Coconut,2000,Export,,,0,
45,FRUVEG,Coconut,2000,Import,2255624.0,0.003359699,1,
45,FRUVEG,Coconut,2001,Export,8972.0,1.2247e-05,1,
45,FRUVEG,Coconut,2001,Import,1645306.0,0.002868886,1,
45,FRUVEG,Coconut,2002,Export,12061.95,2.1788e-05,1,
45,FRUVEG,Coconut,2002,Import,2676730.0,0.003739483,1,
45,FRUVEG,Coconut,2003,Export,0.0,0.0,2,
45,FRUVEG,Coconut,2003,Import,3366482.0,0.004572117,2,
45,FRUVEG,Coconut,2004,Export,0.0,0.0,2,
45,FRUVEG,Coconut,2004,Import,3336349.0,0.00467739,2,
45,FRUVEG,Coconut,2005,Export,0.0,0.0,2,
45,FRUVEG,Coconut,2005,Import,4756708.0,0.005766026,2,
45,FRUVEG,Coconut,2006,Export,994.0,5e-07,2,
45,FRUVEG,Coconut,2006,Import,5330645.0,0.006351305,2,
45,FRUVEG,Coconut,2007,Export,2373.0,3.12e-06,2,
45,FRUVEG,Coconut,2007,Import,5606703.0,0.00701823,2,
45,FRUVEG,Coconut,2008,Export,17975.0,2.875e-06,2,
45,FRUVEG,Coconut,2008,Import,5351965.0,0.00650642,2,
