fable_number,commodity,unit,year,Punjab,Sindh,KPK,Balochistan,Pakistan,Province Sum Check
46,Date,'000 Tonnes,2020-21,4.2,219.9,15.0,321.1,560.2,OK
46,Date,'000 Tonnes,2021-22,4.3,224.0,14.9,595.0,838.3,OK
46,Date,'000 Tonnes,2022-23,4.45,219.758,2.896,1.451,228.555,OK
46,Date,'000 Tonnes,2023-24,4.139,227.683,2.967,660.443,895.232,OK
46,Date,'000 Tonnes,2024-25,7.411,236.124,3.165,571.014,817.714,OK
47,Grape,'000 Tonnes,2000-01,0.0,0.0,2.3,48.8,51.1,OK
47,Grape,'000 Tonnes,2001-02,0.0,0.0,2.3,50.3,52.6,OK
47,Grape,'000 Tonnes,2002-03,0.0,0.0,2.3,49.5,51.8,OK
47,Grape,'000 Tonnes,2003-04,0.0,0.0,2.4,48.4,50.8,OK
47,Grape,'000 Tonnes,2004-05,0.0,0.0,1.4,47.7,49.1,OK
47,Grape,'000 Tonnes,2005-06,0.0,0.0,1.3,47.5,48.8,OK
47,Grape,'000 Tonnes,2006-07,0.0,0.0,1.3,45.2,46.5,OK
47,Grape,'000 Tonnes,2007-08,0.0,0.0,1.3,74.0,75.3,OK
47,Grape,'000 Tonnes,2008-09,0.0,0.0,1.3,74.8,76.1,OK
47,Grape,'000 Tonnes,2009-10,0.0,0.0,1.4,63.3,64.7,OK
47,Grape,'000 Tonnes,2010-11,0.0,0.0,1.2,63.2,64.4,OK
47,Grape,'000 Tonnes,2011-12,0.0,0.0,1.2,63.2,64.4,OK
47,Grape,'000 Tonnes,2012-13,0.0,0.0,1.1,63.3,64.4,OK
47,Grape,'000 Tonnes,2013-14,0.0,0.0,1.0,65.2,66.2,OK
47,Grape,'000 Tonnes,2014-15,0.0,0.0,1.0,65.0,66.0,OK
47,Grape,'000 Tonnes,2015-16,0.0,0.1,0.6,65.2,65.9,OK
47,Grape,'000 Tonnes,2016-17,0.0,0.1,0.8,65.4,66.3,OK
47,Grape,'000 Tonnes,2017-18,0.0,0.1,0.7,65.4,66.2,OK
47,Grape,'000 Tonnes,2018-19,0.0,0.1,0.9,65.4,66.4,OK
47,Grape,'000 Tonnes,2019-20,0.0,0.0,0.9,78.9,79.8,OK
47,Grape,'000 Tonnes,2020-21,0.0,0.0,1.1,85.7,86.8,OK
47,Grape,'000 Tonnes,2021-22,0.0,0.0,1.2,106.4,107.5,OK
47,Grape,'000 Tonnes,2022-23,0.0,0.0,1.141,66.69,67.831,OK
47,Grape,'000 Tonnes,2023-24,1.82,0.0,1.157,193.176,196.153,OK
47,Grape,'000 Tonnes,2024-25,7.146,0.0,1.262,193.176,201.584,OK
50,Onion,'000 Tonnes,2000-01,251.3,739.3,201.5,371.2,1563.3,OK
50,Onion,'000 Tonnes,2001-02,225.0,596.6,183.2,380.2,1385.0,OK
50,Onion,'000 Tonnes,2002-03,263.2,637.7,193.6,333.0,1427.5,OK
50,Onion,'000 Tonnes,2003-04,251.2,610.7,192.2,394.9,1449.0,OK
50,Onion,'000 Tonnes,2004-05,264.6,710.7,210.9,578.7,1764.9,OK
50,Onion,'000 Tonnes,2005-06,306.4,833.5,216.6,699.2,2055.7,OK
50,Onion,'000 Tonnes,2006-07,315.7,593.1,206.1,701.6,1816.5,OK
50,Onion,'000 Tonnes,2007-08,260.5,785.0,227.1,742.6,2015.2,OK
50,Onion,'000 Tonnes,2008-09,300.5,660.2,136.4,607.0,1704.1,OK
50,Onion,'000 Tonnes,2009-10,285.9,565.7,207.5,642.0,1701.1,OK
50,Onion,'000 Tonnes,2010-11,367.9,861.5,181.3,528.9,1939.6,OK
50,Onion,'000 Tonnes,2011-12,361.8,619.9,184.0,526.1,1691.8,OK
50,Onion,'000 Tonnes,2012-13,337.0,589.5,187.5,546.8,1660.8,OK
50,Onion,'000 Tonnes,2013-14,358.8,697.3,191.4,492.7,1740.2,OK
50,Onion,'000 Tonnes,2014-15,303.2,666.8,185.5,515.5,1671.0,OK
50,Onion,'000 Tonnes,2015-16,328.2,692.3,201.4,514.6,1736.5,OK
50,Onion,'000 Tonnes,2016-17,370.4,747.5,183.6,531.8,1833.3,OK
50,Onion,'000 Tonnes,2017-18,465.0,747.5,222.4,680.3,2115.2,OK
50,Onion,'000 Tonnes,2018-19,425.4,745.0,224.0,681.6,2076.0,OK
50,Onion,'000 Tonnes,2019-20,436.4,782.1,209.1,694.3,2121.9,OK
50,Onion,'000 Tonnes,2020-21,587.6,826.7,219.3,672.2,2305.7,OK
50,Onion,'000 Tonnes,2021-22,332.7,837.5,204.2,688.0,2062.3,OK
50,Onion,'000 Tonnes,2022-23,462.214,646.846,224.889,509.545,1843.494,OK
50,Onion,'000 Tonnes,2023-24,474.621,771.911,205.257,852.387,2304.176,OK
50,Onion,'000 Tonnes,2024-25,914.008,783.213,164.488,885.42,2747.129,OK
51,Orange (Citrus),'000 Tonnes,2000-01,1813.0,30.9,40.2,13.6,1897.7,OK
51,Orange (Citrus),'000 Tonnes,2001-02,1751.0,28.1,37.5,13.7,1830.3,OK
51,Orange (Citrus),'000 Tonnes,2002-03,1623.5,27.7,38.0,13.1,1702.3,OK
51,Orange (Citrus),'000 Tonnes,2003-04,1688.7,28.5,37.2,5.9,1760.3,OK
51,Orange (Citrus),'000 Tonnes,2004-05,1872.3,28.6,36.8,6.0,1943.7,OK
51,Orange (Citrus),'000 Tonnes,2005-06,2385.1,29.5,37.7,6.1,2458.4,OK
51,Orange (Citrus),'000 Tonnes,2006-07,1400.7,31.5,34.4,5.8,1472.4,OK
51,Orange (Citrus),'000 Tonnes,2007-08,2219.3,30.9,35.9,8.4,2294.5,OK
51,Orange (Citrus),'000 Tonnes,2008-09,2059.5,30.5,33.8,8.4,2132.2,OK
51,Orange (Citrus),'000 Tonnes,2009-10,2077.5,30.5,35.1,6.9,2150.0,OK
51,Orange (Citrus),'000 Tonnes,2010-11,1912.0,30.9,32.3,7.0,1982.2,OK
51,Orange (Citrus),'000 Tonnes,2011-12,2076.8,30.9,32.6,7.0,2147.3,OK
51,Orange (Citrus),'000 Tonnes,2012-13,1930.1,31.4,33.3,7.0,2001.8,OK
51,Orange (Citrus),'000 Tonnes,2013-14,2097.7,30.9,31.6,7.5,2167.7,OK
51,Orange (Citrus),'000 Tonnes,2014-15,2328.1,30.1,31.0,7.0,2396.2,OK
51,Orange (Citrus),'000 Tonnes,2015-16,2276.1,29.5,31.7,6.8,2344.1,OK
51,Orange (Citrus),'000 Tonnes,2016-17,2116.5,26.3,30.3,7.0,2180.1,OK
51,Orange (Citrus),'000 Tonnes,2017-18,2289.1,25.0,30.3,6.9,2351.3,OK
51,Orange (Citrus),'000 Tonnes,2018-19,2397.4,31.6,31.3,8.4,2468.7,OK
51,Orange (Citrus),'000 Tonnes,2019-20,2297.8,32.9,28.0,8.6,2367.3,OK
51,Orange (Citrus),'000 Tonnes,2020-21,2526.9,33.6,29.2,10.0,2599.7,OK
51,Orange (Citrus),'000 Tonnes,2021-22,2296.8,34.1,30.5,10.9,2372.2,OK
51,Orange (Citrus),'000 Tonnes,2022-23,2160.411,33.677,29.486,5.946,2229.52,OK
51,Orange (Citrus),'000 Tonnes,2023-24,2261.488,34.384,30.114,8.057,2334.043,OK
51,Orange (Citrus),'000 Tonnes,2024-25,3850.826,34.466,0.0,8.293,3893.585,OK
54,Tomato,'000 Tonnes,2000-01,60.8,32.9,140.0,35.1,268.6,OK
54,Tomato,'000 Tonnes,2001-02,62.2,32.8,146.2,52.9,294.1,OK
54,Tomato,'000 Tonnes,2002-03,65.2,35.0,148.3,57.8,306.3,OK
54,Tomato,'000 Tonnes,2003-04,64.0,35.7,157.5,155.6,412.8,OK
54,Tomato,'000 Tonnes,2004-05,63.7,34.0,146.9,181.6,426.2,OK
54,Tomato,'000 Tonnes,2005-06,64.6,48.3,161.6,193.6,468.1,OK
54,Tomato,'000 Tonnes,2006-07,64.8,60.5,160.8,216.2,502.3,OK
54,Tomato,'000 Tonnes,2007-08,70.1,91.8,162.0,212.3,536.2,OK
54,Tomato,'000 Tonnes,2008-09,72.5,100.9,161.8,226.7,561.9,OK
54,Tomato,'000 Tonnes,2009-10,77.9,100.4,119.3,179.2,476.8,OK
54,Tomato,'000 Tonnes,2010-11,87.8,114.8,113.2,213.8,529.6,OK
54,Tomato,'000 Tonnes,2011-12,86.0,141.6,129.9,220.4,577.9,OK
54,Tomato,'000 Tonnes,2012-13,86.3,174.8,131.1,181.9,574.1,OK
54,Tomato,'000 Tonnes,2013-14,100.1,200.6,135.7,163.3,599.7,OK
54,Tomato,'000 Tonnes,2014-15,94.6,202.4,132.0,141.6,570.6,OK
54,Tomato,'000 Tonnes,2015-16,106.2,206.5,130.0,144.4,587.1,OK
54,Tomato,'000 Tonnes,2016-17,105.6,195.8,127.6,140.0,569.0,OK
54,Tomato,'000 Tonnes,2017-18,115.3,210.9,124.8,169.1,620.1,OK
54,Tomato,'000 Tonnes,2018-19,138.4,153.3,131.5,137.4,560.6,OK
54,Tomato,'000 Tonnes,2019-20,163.8,164.7,125.4,140.3,594.2,OK
54,Tomato,'000 Tonnes,2020-21,147.3,176.9,128.8,365.7,818.7,OK
54,Tomato,'000 Tonnes,2021-22,130.8,172.0,119.5,370.6,792.9,OK
54,Tomato,'000 Tonnes,2022-23,147.583,194.89,113.074,307.189,762.736,OK
54,Tomato,'000 Tonnes,2023-24,128.579,190.867,104.414,373.475,797.335,OK
54,Tomato,'000 Tonnes,2024-25,204.024,168.581,108.069,359.116,839.79,OK
56,Other fruits,'000 Tonnes,2000-01,1093.5,387.6,132.4,177.7,1791.2,OK
56,Other fruits,'000 Tonnes,2001-02,1114.2,425.2,124.5,185.7,1849.6,OK
56,Other fruits,'000 Tonnes,2002-03,1140.4,393.2,134.3,216.0,1883.9,OK
56,Other fruits,'000 Tonnes,2003-04,1180.4,396.4,130.2,259.9,1966.9,OK
56,Other fruits,'000 Tonnes,2004-05,2265.812,465.666,306.438,424.674,3462.59,OK
56,Other fruits,'000 Tonnes,2005-06,2321.252,525.916,314.627,420.069,3581.864,OK
56,Other fruits,'000 Tonnes,2006-07,2286.85,528.557,315.091,388.87,3519.368,OK
56,Other fruits,'000 Tonnes,2007-08,2278.948,571.615,317.166,432.289,3600.018,OK
56,Other fruits,'000 Tonnes,2008-09,2220.678,592.706,318.226,495.044,3626.654,OK
56,Other fruits,'000 Tonnes,2009-10,2359.718,582.608,262.652,425.697,3630.675,OK
56,Other fruits,'000 Tonnes,2010-11,2408.257,603.196,251.655,385.446,3648.554,OK
56,Other fruits,'000 Tonnes,2011-12,2134.442,524.537,247.77,398.321,3305.07,OK
56,Other fruits,'000 Tonnes,2012-13,2100.576,532.979,254.09,368.412,3256.057,OK
56,Other fruits,'000 Tonnes,2013-14,2048.383,540.607,257.874,389.83,3236.694,OK
56,Other fruits,'000 Tonnes,2014-15,2096.731,529.645,261.258,356.291,3243.925,OK
56,Other fruits,'000 Tonnes,2015-16,2044.443,535.817,250.191,358.719,3189.17,OK
56,Other fruits,'000 Tonnes,2016-17,2212.283,542.557,245.798,344.76,3345.398,OK
56,Other fruits,'000 Tonnes,2017-18,2260.374,524.2,242.661,311.334,3338.569,OK
56,Other fruits,'000 Tonnes,2018-19,2217.376,495.408,262.834,306.227,3281.845,OK
56,Other fruits,'000 Tonnes,2019-20,2350.364,448.039,260.419,298.104,3356.926,OK
56,Other fruits,'000 Tonnes,2020-21,4292.289,510.896,226.588,424.114,5453.887,OK
56,Other fruits,'000 Tonnes,2021-22,3654.148,509.776,221.24,498.292,4883.456,OK
56,Other fruits,'000 Tonnes,2022-23,3883.209,507.261,218.548,508.04,5117.058,OK
56,Other fruits,'000 Tonnes,2023-24,3558.054,509.359,220.837,586.988,4875.238,OK
56,Other fruits,'000 Tonnes,2024-25,3129.176,438.359,135.48,336.393,4039.408,OK
57,Other vegetables,'000 Tonnes,2000-01,no data,no data,no data,no data,no data,skip
57,Other vegetables,'000 Tonnes,2001-02,no data,no data,no data,no data,no data,skip
57,Other vegetables,'000 Tonnes,2002-03,no data,no data,no data,no data,no data,skip
57,Other vegetables,'000 Tonnes,2003-04,no data,no data,no data,no data,no data,skip
57,Other vegetables,'000 Tonnes,2004-05,1944.838,155.058,211.808,215.244,2526.948,OK
57,Other vegetables,'000 Tonnes,2005-06,1958.551,151.538,211.464,235.41,2556.963,OK
57,Other vegetables,'000 Tonnes,2006-07,1944.169,141.603,226.811,218.028,2530.611,OK
57,Other vegetables,'000 Tonnes,2007-08,1927.272,135.275,235.836,209.18,2507.563,OK
57,Other vegetables,'000 Tonnes,2008-09,1926.406,137.285,238.423,253.621,2555.735,OK
57,Other vegetables,'000 Tonnes,2009-10,1875.86,137.702,246.745,197.487,2457.794,OK
57,Other vegetables,'000 Tonnes,2010-11,1810.341,138.915,235.013,247.504,2431.773,OK
57,Other vegetables,'000 Tonnes,2011-12,1800.089,114.166,234.819,247.618,2396.692,OK
57,Other vegetables,'000 Tonnes,2012-13,1671.391,136.87,233.46,215.67,2257.391,OK
57,Other vegetables,'000 Tonnes,2013-14,1673.653,134.999,243.351,233.963,2285.966,OK
57,Other vegetables,'000 Tonnes,2014-15,1647.504,138.761,260.115,232.278,2278.658,OK
57,Other vegetables,'000 Tonnes,2015-16,1769.164,142.212,264.576,234.217,2410.169,OK
57,Other vegetables,'000 Tonnes,2016-17,1753.883,144.316,249.491,240.175,2387.865,OK
57,Other vegetables,'000 Tonnes,2017-18,1751.677,148.144,251.321,242.056,2393.198,OK
57,Other vegetables,'000 Tonnes,2018-19,1758.574,145.123,225.66,239.314,2368.671,OK
57,Other vegetables,'000 Tonnes,2019-20,1448.257,148.338,279.568,229.063,2105.226,OK
57,Other vegetables,'000 Tonnes,2020-21,1975.406,148.888,218.127,339.934,2682.355,OK
57,Other vegetables,'000 Tonnes,2021-22,2059.896,154.705,201.822,343.861,2760.284,OK
57,Other vegetables,'000 Tonnes,2022-23,2295.567,143.903,197.488,340.089,2977.047,OK
57,Other vegetables,'000 Tonnes,2023-24,2157.018,158.872,207.137,402.602,2925.629,OK
57,Other vegetables,'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
58,Nuts,'000 Tonnes,2000-01,0.1,0.0,3.0,30.1,33.2,OK
58,Nuts,'000 Tonnes,2001-02,0.0,0.0,3.9,22.5,26.4,OK
58,Nuts,'000 Tonnes,2002-03,0.0,0.0,3.6,20.1,23.7,OK
58,Nuts,'000 Tonnes,2003-04,0.0,0.0,3.1,20.8,23.9,OK
58,Nuts,'000 Tonnes,2004-05,0.05,0.0,14.731,22.264,37.045,OK
58,Nuts,'000 Tonnes,2005-06,0.05,0.0,16.278,22.515,38.843,OK
58,Nuts,'000 Tonnes,2006-07,0.047,0.0,16.586,22.48,39.113,OK
58,Nuts,'000 Tonnes,2007-08,0.045,0.0,13.581,26.483,40.109,OK
58,Nuts,'000 Tonnes,2008-09,0.057,0.0,13.59,26.361,40.008,OK
58,Nuts,'000 Tonnes,2009-10,0.0,0.0,11.536,21.863,33.399,OK
58,Nuts,'000 Tonnes,2010-11,0.0,0.0,10.906,21.559,32.465,OK
58,Nuts,'000 Tonnes,2011-12,0.0,0.0,11.24,21.455,32.695,OK
58,Nuts,'000 Tonnes,2012-13,0.0,0.0,11.626,21.159,32.785,OK
58,Nuts,'000 Tonnes,2013-14,0.0,0.0,11.194,21.159,32.353,OK
58,Nuts,'000 Tonnes,2014-15,0.0,0.0,15.931,21.659,37.59,OK
58,Nuts,'000 Tonnes,2015-16,0.0,0.0,14.751,21.206,35.957,OK
58,Nuts,'000 Tonnes,2016-17,0.0,0.0,15.273,21.367,36.64,OK
58,Nuts,'000 Tonnes,2017-18,0.0,0.0,15.718,20.154,35.872,OK
58,Nuts,'000 Tonnes,2018-19,0.0,0.0,15.962,19.595,35.557,OK
58,Nuts,'000 Tonnes,2019-20,0.0,0.0,12.552,19.061,31.613,OK
58,Nuts,'000 Tonnes,2020-21,0.0,0.0,16.421,19.961,36.382,OK
58,Nuts,'000 Tonnes,2021-22,0.0,0.0,16.535,17.526,34.061,OK
58,Nuts,'000 Tonnes,2022-23,0.0,0.0,16.362,17.075,33.437,OK
58,Nuts,'000 Tonnes,2023-24,0.0,0.0,15.633,16.312,31.945,OK
58,Nuts,'000 Tonnes,2024-25,0.0,0.0,1.387,15.184,16.571,OK
59,Tobacco,'000 Tonnes,2000-01,22.0,0.2,61.2,1.7,85.1,OK
59,Tobacco,'000 Tonnes,2001-02,22.9,0.2,69.9,1.5,94.5,OK
59,Tobacco,'000 Tonnes,2002-03,21.9,0.1,64.3,1.9,88.2,OK
59,Tobacco,'000 Tonnes,2003-04,21.1,0.2,62.9,2.0,86.2,OK
59,Tobacco,'000 Tonnes,2004-05,20.6,0.2,77.3,2.4,100.5,OK
59,Tobacco,'000 Tonnes,2005-06,21.6,0.1,87.9,3.0,112.6,OK
59,Tobacco,'000 Tonnes,2006-07,21.5,0.2,78.2,3.4,103.3,OK
59,Tobacco,'000 Tonnes,2007-08,19.9,0.4,84.9,2.6,107.8,OK
59,Tobacco,'000 Tonnes,2008-09,20.0,0.5,81.7,2.7,104.9,OK
59,Tobacco,'000 Tonnes,2009-10,23.4,0.3,94.1,1.5,119.3,OK
59,Tobacco,'000 Tonnes,2010-11,22.2,0.2,78.2,2.2,102.8,OK
59,Tobacco,'000 Tonnes,2011-12,20.4,0.2,75.1,2.2,97.9,OK
59,Tobacco,'000 Tonnes,2012-13,22.8,0.2,83.4,1.9,108.3,OK
59,Tobacco,'000 Tonnes,2013-14,27.0,0.2,100.8,1.9,129.9,OK
59,Tobacco,'000 Tonnes,2014-15,28.6,0.2,89.2,1.9,30.7,-89.2
59,Tobacco,'000 Tonnes,2015-16,32.0,0.2,85.2,1.4,118.8,OK
59,Tobacco,'000 Tonnes,2016-17,26.5,0.2,85.2,1.5,113.4,OK
59,Tobacco,'000 Tonnes,2017-18,34.0,0.2,85.2,1.5,120.9,OK
59,Tobacco,'000 Tonnes,2018-19,35.0,0.2,75.1,1.4,111.7,OK
59,Tobacco,'000 Tonnes,2019-20,60.1,0.2,71.4,1.4,133.0,OK
59,Tobacco,'000 Tonnes,2020-21,89.8,0.02,77.0,1.4,168.2,OK
59,Tobacco,'000 Tonnes,2021-22,64.9,0.02,67.5,1.1,133.6,OK
59,Tobacco,'000 Tonnes,2022-23,61.834,0.007,88.774,1.296,151.911,OK
59,Tobacco,'000 Tonnes,2023-24,87.589,0.008,97.385,1.296,186.278,OK
59,Tobacco,'000 Tonnes,2024-25,127.57,0.014,109.511,1.266,238.361,OK
62,Other spices,'000 Tonnes,2000-01,34.8,1.2,7.9,1.3,45.2,OK
62,Other spices,'000 Tonnes,2001-02,34.3,0.8,6.0,1.0,42.1,OK
62,Other spices,'000 Tonnes,2002-03,35.7,0.7,6.0,1.1,43.5,OK
62,Other spices,'000 Tonnes,2003-04,35.4,0.8,3.9,1.4,41.5,OK
62,Other spices,'000 Tonnes,2004-05,34.9,0.9,3.6,1.6,41.0,OK
62,Other spices,'000 Tonnes,2005-06,32.2,0.9,3.8,1.5,38.4,OK
62,Other spices,'000 Tonnes,2006-07,32.9,1.2,4.1,1.6,39.8,OK
62,Other spices,'000 Tonnes,2007-08,33.6,1.3,3.5,1.6,40.0,OK
62,Other spices,'000 Tonnes,2008-09,33.9,1.7,2.4,1.4,39.4,OK
62,Other spices,'000 Tonnes,2009-10,41.5,1.4,2.3,1.4,46.6,OK
62,Other spices,'000 Tonnes,2010-11,45.9,1.6,2.8,0.8,51.1,OK
62,Other spices,'000 Tonnes,2011-12,52.1,1.6,5.5,1.4,60.6,OK
62,Other spices,'000 Tonnes,2012-13,59.9,1.7,4.8,1.0,67.4,OK
62,Other spices,'000 Tonnes,2013-14,59.9,1.8,3.6,1.0,66.3,OK
62,Other spices,'000 Tonnes,2014-15,62.2,1.8,4.4,1.0,69.4,OK
62,Other spices,'000 Tonnes,2015-16,70.1,1.8,3.2,1.0,76.1,OK
62,Other spices,'000 Tonnes,2016-17,69.0,2.1,3.1,0.1,74.3,OK
62,Other spices,'000 Tonnes,2017-18,69.1,1.9,3.9,1.1,76.0,OK
62,Other spices,'000 Tonnes,2018-19,69.1,1.9,3.0,1.0,75.0,OK
62,Other spices,'000 Tonnes,2019-20,70.1,1.932,2.9,1.0,75.932,OK
62,Other spices,'000 Tonnes,2020-21,105.7,1.922,2.0,1.2,110.822,OK
62,Other spices,'000 Tonnes,2021-22,99.8,2.024,4.5,1.2,107.524,OK
62,Other spices,'000 Tonnes,2022-23,105.542,2.085,4.505,1.142,113.274,OK
62,Other spices,'000 Tonnes,2023-24,128.446,2.062,3.485,1.367,135.36,OK
62,Other spices,'000 Tonnes,2024-25,190.178,2.136,0.521,1.601,194.436,OK
63,Fish,'000 Tonnes,2000-01,61.8,422.3,1.0,129.7,614.8,OK
63,Fish,'000 Tonnes,2001-02,62.0,431.2,1.1,135.3,629.6,OK
63,Fish,'000 Tonnes,2002-03,65.0,435.0,1.3,136.5,637.8,OK
63,Fish,'000 Tonnes,2003-04,61.4,376.0,2.0,126.8,566.2,OK
63,Fish,'000 Tonnes,2004-05,63.0,380.0,2.5,128.0,573.5,OK
63,Fish,'000 Tonnes,2005-06,65.0,383.0,2.6,130.0,580.6,OK
63,Fish,'000 Tonnes,2006-07,68.0,394.0,2.9,140.0,604.9,OK
63,Fish,'000 Tonnes,2007-08,85.0,385.0,12.0,158.0,640.0,OK
63,Fish,'000 Tonnes,2008-09,85.0,459.0,3.0,138.0,685.0,OK
63,Fish,'000 Tonnes,2009-10,85.5,465.0,4.0,140.0,694.5,OK
63,Fish,'000 Tonnes,2010-11,86.2,470.0,5.0,143.0,704.2,OK
63,Fish,'000 Tonnes,2011-12,88.4,474.0,6.0,144.0,712.4,OK
63,Fish,'000 Tonnes,2012-13,91.0,482.5,10.0,145.5,729.0,OK
63,Fish,'000 Tonnes,2013-14,93.0,484.0,11.0,147.0,735.0,OK
63,Fish,'000 Tonnes,2014-15,95.0,490.0,13.0,149.0,747.0,OK
63,Fish,'000 Tonnes,2015-16,110.0,504.0,18.0,156.0,788.0,OK
63,Fish,'000 Tonnes,2016-17,111.0,508.0,21.0,157.0,797.0,OK
63,Fish,'000 Tonnes,2017-18,112.0,512.0,23.0,160.0,807.0,OK
63,Fish,'000 Tonnes,2018-19,111.0,507.0,22.0,159.0,799.0,OK
63,Fish,'000 Tonnes,2019-20,112.0,509.0,22.6,160.0,803.6,OK
63,Fish,'000 Tonnes,2020-21,115.0,511.0,23.0,161.0,810.0,OK
63,Fish,'000 Tonnes,2021-22,117.0,513.0,25.0,162.0,817.0,OK
63,Fish,'000 Tonnes,2022-23,123.0,517.0,28.0,163.0,831.0,OK
63,Fish,'000 Tonnes,2023-24,123.0,517.0,28.0,163.0,831.0,OK
63,Fish,'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2000-01,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2001-02,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2002-03,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2003-04,no data,no data,no data,no data,132.9,skip
66,Raw animal fat,'000 Tonnes,2004-05,no data,no data,no data,no data,136.3,skip
66,Raw animal fat,'000 Tonnes,2005-06,no data,no data,no data,no data,203.3,skip
66,Raw animal fat,'000 Tonnes,2006-07,no data,no data,no data,no data,209.2,skip
66,Raw animal fat,'000 Tonnes,2007-08,no data,no data,no data,no data,215.3,skip
66,Raw animal fat,'000 Tonnes,2008-09,no data,no data,no data,no data,221.6,skip
66,Raw animal fat,'000 Tonnes,2009-10,no data,no data,no data,no data,228.1,skip
66,Raw animal fat,'000 Tonnes,2010-11,no data,no data,no data,no data,234.8,skip
66,Raw animal fat,'000 Tonnes,2011-12,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2012-13,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2013-14,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2014-15,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2015-16,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2016-17,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2017-18,no data,no data,no data,no data,no data,skip
66,Raw animal fat,'000 Tonnes,2018-19,no data,no data,no data,no data,295.8,skip
66,Raw animal fat,'000 Tonnes,2019-20,no data,no data,no data,no data,304.5,skip
66,Raw animal fat,'000 Tonnes,2020-21,no data,no data,no data,no data,313.6,skip
66,Raw animal fat,'000 Tonnes,2021-22,no data,no data,no data,no data,322.9,skip
66,Raw animal fat,'000 Tonnes,2022-23,no data,no data,no data,no data,332.5,skip
66,Raw animal fat,'000 Tonnes,2023-24,no data,no data,no data,no data,335.8,skip
66,Raw animal fat,'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2000-01,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2001-02,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2002-03,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2003-04,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2004-05,no data,no data,no data,no data,400.863,skip
67,Eggs,'000 Tonnes,2005-06,no data,no data,no data,no data,456.464,skip
67,Eggs,'000 Tonnes,2006-07,no data,no data,no data,no data,479.259,skip
67,Eggs,'000 Tonnes,2007-08,no data,no data,no data,no data,503.417,skip
67,Eggs,'000 Tonnes,2008-09,no data,no data,no data,no data,529.126,skip
67,Eggs,'000 Tonnes,2009-10,no data,no data,no data,no data,556.433,skip
67,Eggs,'000 Tonnes,2010-11,no data,no data,no data,no data,604.279,skip
67,Eggs,'000 Tonnes,2011-12,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2012-13,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2013-14,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2014-15,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2015-16,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2016-17,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2017-18,no data,no data,no data,no data,no data,skip
67,Eggs,'000 Tonnes,2018-19,no data,no data,no data,no data,895.444,skip
67,Eggs,'000 Tonnes,2019-20,no data,no data,no data,no data,946.251,skip
67,Eggs,'000 Tonnes,2020-21,no data,no data,no data,no data,946.251,skip
67,Eggs,'000 Tonnes,2021-22,no data,no data,no data,no data,1000.395,skip
67,Eggs,'000 Tonnes,2022-23,no data,no data,no data,no data,1119.493,skip
67,Eggs,'000 Tonnes,2023-24,no data,no data,no data,no data,1184.9451999999999,skip
67,Eggs,'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2000-01,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2001-02,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2002-03,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2003-04,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2004-05,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2005-06,no data,no data,no data,no data,39597.0,skip
68,Milk,'000 Tonnes,2006-07,no data,no data,no data,no data,40860.0,skip
68,Milk,'000 Tonnes,2007-08,no data,no data,no data,no data,42171.0,skip
68,Milk,'000 Tonnes,2008-09,no data,no data,no data,no data,43563.0,skip
68,Milk,'000 Tonnes,2009-10,no data,no data,no data,no data,44977.0,skip
