fable_number,fable_group,fable_commodity,window,flow,avg_value_usd,avg_qty_million_tonnes
60,BEVSPICES,Tea,2010-2015,Import,332350961.8,0.12449693879999998
60,BEVSPICES,Tea,2015-2020,Import,513004801.116,0.18875524640000002
60,BEVSPICES,Tea,2020-2025,Import,609404053.6719999,0.25017170580000003
61,BEVSPICES,Cocoa,2000-2005,Export,54362.6275,7.501775e-05
61,BEVSPICES,Cocoa,2005-2010,Export,26384.6,1.02088e-05
61,BEVSPICES,Cocoa,2010-2015,Export,1633.4,5.340000000000001e-07
61,BEVSPICES,Cocoa,2015-2020,Export,95043.69,2.20748e-05
61,BEVSPICES,Cocoa,2020-2025,Export,314433.32200000004,9.01686e-05
61,BEVSPICES,Cocoa,2000-2005,Import,1805691.2,0.0013937678
61,BEVSPICES,Cocoa,2005-2010,Import,4577521.4,0.0027218786000000003
61,BEVSPICES,Cocoa,2010-2015,Import,15326827.8,0.005541414999999999
61,BEVSPICES,Cocoa,2015-2020,Import,22460429.75,0.0092714102
61,BEVSPICES,Cocoa,2020-2025,Import,33421933.588,0.012985517400000002
62,BEVSPICES,Other spices,2000-2005,Export,3727569.994,0.003856098
62,BEVSPICES,Other spices,2005-2010,Export,6673787.2,0.005458998
62,BEVSPICES,Other spices,2010-2015,Export,6333525.0,0.0028512618
62,BEVSPICES,Other spices,2015-2020,Export,6794441.814,0.0035865861999999997
62,BEVSPICES,Other spices,2020-2025,Export,7154506.369999999,0.0036586609999999997
62,BEVSPICES,Other spices,2000-2005,Import,14946663.775999999,0.047328763600000004
62,BEVSPICES,Other spices,2005-2010,Import,40090054.4,0.07701384380000001
62,BEVSPICES,Other spices,2010-2015,Import,55762366.0,0.08176245680000001
62,BEVSPICES,Other spices,2015-2020,Import,84302302.814,0.1083240988
62,BEVSPICES,Other spices,2020-2025,Import,100152187.22,0.12185680539999999
63,FISH,Fish,2000-2005,Export,117587499.61199999,0.08200194460000002
63,FISH,Fish,2005-2010,Export,176794810.8,0.1179288466
63,FISH,Fish,2010-2015,Export,283345331.8,0.12608960959999999
63,FISH,Fish,2015-2020,Export,393337852.78000003,0.1691553576
63,FISH,Fish,2020-2025,Export,410501763.07799995,0.1844152738
63,FISH,Fish,2000-2005,Import,469387.816,0.0004841496
63,FISH,Fish,2005-2010,Import,1367740.0,0.001476592
63,FISH,Fish,2010-2015,Import,7166330.4,0.0024939114
63,FISH,Fish,2015-2020,Import,14871955.944,0.0072147866
63,FISH,Fish,2020-2025,Import,6615633.594,0.0039555608
64,ANIMFAT,Butter / Ghee,2000-2005,Export,39340.4,2.1941000000000002e-05
64,ANIMFAT,Butter / Ghee,2005-2010,Export,311321.6,9.40082e-05
64,ANIMFAT,Butter / Ghee,2010-2015,Export,1379894.0,0.00034106839999999995
64,ANIMFAT,Butter / Ghee,2015-2020,Export,458753.52800000005,8.38726e-05
64,ANIMFAT,Butter / Ghee,2020-2025,Export,1760012.052,0.00037046000000000003
64,ANIMFAT,Butter / Ghee,2000-2005,Import,246793.6,0.0001220816
64,ANIMFAT,Butter / Ghee,2005-2010,Import,302230.4,0.0001391178
64,ANIMFAT,Butter / Ghee,2010-2015,Import,700240.8,0.000272809
64,ANIMFAT,Butter / Ghee,2015-2020,Import,2682417.794,0.0008221025999999999
64,ANIMFAT,Butter / Ghee,2020-2025,Import,892353.888,0.001617403
65,ANIMFAT,Cream,2000-2005,Export,0.0,0.0
65,ANIMFAT,Cream,2005-2010,Export,0.0,0.0
65,ANIMFAT,Cream,2010-2015,Export,25641.8,2.41354e-05
65,ANIMFAT,Cream,2015-2020,Export,104585.50200000001,0.0002019686
65,ANIMFAT,Cream,2020-2025,Export,547707.4839999999,0.0014959886
65,ANIMFAT,Cream,2000-2005,Import,0.0,0.0
65,ANIMFAT,Cream,2005-2010,Import,0.0,0.0
65,ANIMFAT,Cream,2010-2015,Import,2512.0,9.104e-07
65,ANIMFAT,Cream,2015-2020,Import,294.2,6.62e-08
65,ANIMFAT,Cream,2020-2025,Import,0.0,0.0
66,ANIMFAT,Raw animal fat,2000-2005,Export,751.0,1.0846666666666668e-06
66,ANIMFAT,Raw animal fat,2005-2010,Export,5944.4,1.4e-06
66,ANIMFAT,Raw animal fat,2010-2015,Export,22508.4,1.12336e-05
66,ANIMFAT,Raw animal fat,2015-2020,Export,43522.772000000004,3.50438e-05
66,ANIMFAT,Raw animal fat,2020-2025,Export,4799.21,4.6244e-06
66,ANIMFAT,Raw animal fat,2000-2005,Import,36596549.4,0.1054518538
66,ANIMFAT,Raw animal fat,2005-2010,Import,45424302.0,0.078127032
66,ANIMFAT,Raw animal fat,2010-2015,Import,32885139.6,0.038633136
66,ANIMFAT,Raw animal fat,2015-2020,Import,15633765.99,0.0255714824
66,ANIMFAT,Raw animal fat,2020-2025,Import,2426424.13,0.0029409052
67,EGGS,Eggs,2000-2005,Export,837434.2,0.0009823056
67,EGGS,Eggs,2005-2010,Export,396454.8,0.0004802624
67,EGGS,Eggs,2010-2015,Export,2336309.0,0.001924429
67,EGGS,Eggs,2015-2020,Export,8280176.306,0.0056284926
67,EGGS,Eggs,2020-2025,Export,13952644.336,0.0072906178
67,EGGS,Eggs,2000-2005,Import,290424.0,4.36356e-05
67,EGGS,Eggs,2005-2010,Import,1259405.6,0.0004736202
67,EGGS,Eggs,2010-2015,Import,1685779.2,0.00044434
67,EGGS,Eggs,2015-2020,Import,723268.978,0.0002028668
67,EGGS,Eggs,2020-2025,Import,2236928.44,0.00019247880000000002
68,MILK,Milk,2000-2005,Export,2115227.6,0.0048962642
68,MILK,Milk,2005-2010,Export,24233169.6,0.0430038636
68,MILK,Milk,2010-2015,Export,54243084.6,0.0709735664
68,MILK,Milk,2015-2020,Export,31179898.106,0.0320620678
68,MILK,Milk,2020-2025,Export,9084526.712000001,0.014748112400000003
68,MILK,Milk,2000-2005,Import,6619345.523999999,0.0411512
68,MILK,Milk,2005-2010,Import,29634645.8,0.1071578674
68,MILK,Milk,2010-2015,Import,88803849.8,0.2720024928
68,MILK,Milk,2015-2020,Import,131851646.70199999,0.43728461220000003
68,MILK,Milk,2020-2025,Import,44808659.339999996,0.1649046314
69,POULTRY,Poultry meat,2000-2005,Export,9058.25,8.3295e-06
69,POULTRY,Poultry meat,2005-2010,Export,626.0,1.928e-07
69,POULTRY,Poultry meat,2010-2015,Export,3002724.0,0.0019020112
69,POULTRY,Poultry meat,2015-2020,Export,3075227.628,0.0030577022000000003
69,POULTRY,Poultry meat,2020-2025,Export,1696733.0899999999,0.0046879432
69,POULTRY,Poultry meat,2000-2005,Import,123458.0,0.00013983380000000002
69,POULTRY,Poultry meat,2005-2010,Import,7830.2,3.6999999999999997e-06
69,POULTRY,Poultry meat,2010-2015,Import,66426.0,3.35384e-05
69,POULTRY,Poultry meat,2015-2020,Import,240220.61000000002,9.865619999999999e-05
69,POULTRY,Poultry meat,2020-2025,Import,105633.41,0.000194378
70,REDMEAT,Beef,2000-2005,Export,3662864.0,0.0024133903999999998
70,REDMEAT,Beef,2005-2010,Export,19330317.8,0.008563002
70,REDMEAT,Beef,2010-2015,Export,91588624.8,0.033588249199999996
70,REDMEAT,Beef,2015-2020,Export,173156941.406,0.046468897599999996
70,REDMEAT,Beef,2020-2025,Export,304300881.48,0.07453803880000001
70,REDMEAT,Beef,2000-2005,Import,46709.2,1.70404e-05
70,REDMEAT,Beef,2005-2010,Import,5612859.4,0.0039247626
70,REDMEAT,Beef,2010-2015,Import,5277157.0,0.0013355314
70,REDMEAT,Beef,2015-2020,Import,2452781.592,0.0005338494
70,REDMEAT,Beef,2020-2025,Import,1488546.588,0.00034023159999999996
71,REDMEAT,Goat & Lamb,2000-2005,Export,7010883.203999999,0.002979587
71,REDMEAT,Goat & Lamb,2005-2010,Export,24356542.0,0.007284591
71,REDMEAT,Goat & Lamb,2010-2015,Export,65787243.2,0.0139709424
71,REDMEAT,Goat & Lamb,2015-2020,Export,36121793.386,0.0059231288
71,REDMEAT,Goat & Lamb,2020-2025,Export,53780206.466,0.006946467400000001
71,REDMEAT,Goat & Lamb,2000-2005,Import,25926.5,2.5063499999999998e-05
71,REDMEAT,Goat & Lamb,2005-2010,Import,298424.6,0.00016207939999999998
71,REDMEAT,Goat & Lamb,2010-2015,Import,193716.8,5.2793999999999996e-05
71,REDMEAT,Goat & Lamb,2015-2020,Import,1676959.446,0.0004880936
71,REDMEAT,Goat & Lamb,2020-2025,Import,35916.602,1.32598e-05
72,PORK,Pork,2000-2005,Export,,
72,PORK,Pork,2005-2010,Export,,
72,PORK,Pork,2010-2015,Export,,
72,PORK,Pork,2015-2020,Export,,
72,PORK,Pork,2020-2025,Export,,
72,PORK,Pork,2000-2005,Import,,
72,PORK,Pork,2005-2010,Import,,
72,PORK,Pork,2010-2015,Import,,
72,PORK,Pork,2015-2020,Import,,
72,PORK,Pork,2020-2025,Import,,
73,OTHER,Offal,2000-2005,Export,558516.0,0.0006979104
73,OTHER,Offal,2005-2010,Export,245091.2,0.0003758478
73,OTHER,Offal,2010-2015,Export,19151218.2,0.009968843000000002
73,OTHER,Offal,2015-2020,Export,20354633.872,0.0093996852
73,OTHER,Offal,2020-2025,Export,11748882.644,0.0058042946
73,OTHER,Offal,2000-2005,Import,25651.8,2.91294e-05
73,OTHER,Offal,2005-2010,Import,6442.6,2.4708e-06
73,OTHER,Offal,2010-2015,Import,893965.6,0.0007504003999999999
73,OTHER,Offal,2015-2020,Import,3345663.4960000003,0.0015690556000000002
73,OTHER,Offal,2020-2025,Import,209840.1,0.0005488002
74,ALCOHOL,Beer,2000-2005,Export,,
74,ALCOHOL,Beer,2005-2010,Export,,
74,ALCOHOL,Beer,2010-2015,Export,,
74,ALCOHOL,Beer,2015-2020,Export,,
74,ALCOHOL,Beer,2020-2025,Export,,
74,ALCOHOL,Beer,2000-2005,Import,,
74,ALCOHOL,Beer,2005-2010,Import,,
74,ALCOHOL,Beer,2010-2015,Import,,
74,ALCOHOL,Beer,2015-2020,Import,,
74,ALCOHOL,Beer,2020-2025,Import,,
75,ALCOHOL,Wine,2000-2005,Export,,
75,ALCOHOL,Wine,2005-2010,Export,,
75,ALCOHOL,Wine,2010-2015,Export,,
75,ALCOHOL,Wine,2015-2020,Export,,
75,ALCOHOL,Wine,2020-2025,Export,,
75,ALCOHOL,Wine,2000-2005,Import,,
75,ALCOHOL,Wine,2005-2010,Import,,
75,ALCOHOL,Wine,2010-2015,Import,,
75,ALCOHOL,Wine,2015-2020,Import,,
75,ALCOHOL,Wine,2020-2025,Import,,
76,ALCOHOL,Other alcoholic bev.,2000-2005,Export,,
76,ALCOHOL,Other alcoholic bev.,2005-2010,Export,,
76,ALCOHOL,Other alcoholic bev.,2010-2015,Export,,
76,ALCOHOL,Other alcoholic bev.,2015-2020,Export,,
76,ALCOHOL,Other alcoholic bev.,2020-2025,Export,,
76,ALCOHOL,Other alcoholic bev.,2000-2005,Import,,
76,ALCOHOL,Other alcoholic bev.,2005-2010,Import,,
76,ALCOHOL,Other alcoholic bev.,2010-2015,Import,,
76,ALCOHOL,Other alcoholic bev.,2015-2020,Import,,
76,ALCOHOL,Other alcoholic bev.,2020-2025,Import,,
